[2022-05-03 15:47:50.508] [mecLogger2] [info] @ numCars 3
[2022-05-03 15:47:50.508] [mecLogger2] [info] handleMessage: received connectMp1; isSelf? true
[2022-05-03 15:47:52.850] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.941] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.954] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.024] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.061] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.098] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.151] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.178] [mecLogger0] [info] handleMessaacket; isSelf? false
[2022-05-03 15:47:52.908] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.153] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.229] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.259] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.289] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.559] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.636] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.688] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.025] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.029] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.093] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.119] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.235] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.248] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.265] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.344] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.387] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.620] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.686] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.730] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.844] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.874] [mecLogger2] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:54.876] [mecLogger2] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:54.898] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.902] [mecLogger2] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-05-03 15:47:54.906] [mecLogger2] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:54.937] [mecLogger2] [info] handleMessage: received processedServiceResponse; isSelf? true
ge: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.188] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.242] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.316] [mecLogger1] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:53.317] [mecLogger1] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:53.342] [mecLogger1] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-05-03 15:47:53.346] [mecLogger1] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:53.347] [mecLogger1] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:53.373] [mecLogger1] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-05-03 15:47:53.386] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.407] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.488] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.526] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.552] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.878] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.910] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.958] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.062] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.103] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.156] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.256] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.337] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.470] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.813] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.973] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.995] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:55.028] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:55.064] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
ge: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.230] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.266] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.272] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.340] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.398] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.433] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.444] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.449] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.508] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.567] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.725] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:53.977] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.086] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.303] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.320] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.355] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.395] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.438] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.528] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.557] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.580] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.747] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:54.748] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:54.768] [mecLogger0] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-05-03 15:47:54.773] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:54.774] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:54.799] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.815] [mecLogger0] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-05-03 15:47:54.827] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.833] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.859] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:54.979] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
