[2022-05-03 16:00:05.420] [mecLogger2] [info] @ numCars 3
[2022-05-03 16:00:05.420] [mecLogger2] [info] handleMessage: received connectMp1; isSelf? true
[2022-05-03 16:43:19.893] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 16:43:19.974] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 16:43:19.995] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 16:43:19.068] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 16:43:19.111] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 16:43:19.129] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 16:43:19.150] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 16:43:19.210] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 16:43:19.367] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 16:43:19.384] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 16:43:19.398] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 16:43:19.408] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 16:43:19.491] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 16:43:19.540] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 16:43:19.567] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 16:43:19.598] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 16:43:19.709] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 16:43:19.770] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 16:43:19.818] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 16:43:19.955] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 16:43:19.963] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 16:43:19.992] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
